representation,rep_params,metric,K,micro_Precision@K,micro_Recall@K,micro_MAP@K,micro_nDCG@K,macro_Precision@K,macro_Recall@K,macro_MAP@K,macro_nDCG@K,micro_MAP@K_CI_low,micro_MAP@K_CI_high
Descriptors,p=12,Correlation,5,0.19638315908448714,0.0017844945146018641,0.1572195535461995,0.09504980817593964,0.42331590579245265,0.0026097661353409744,0.3458162109463969,0.21474944077988023,0.153104109761075,0.16215915512856738
FeatMorganBit,"r=1,b=1024",Russel,5,0.19659037392860504,0.001784178557844854,0.15727088631440142,0.09477067072764903,0.4106407547401035,0.0024589225116619273,0.32892069898645304,0.20239140864211114,0.15308093544943646,0.16340621566041882
MorganBit,"r=2,b=4096",Asymmetric,5,0.19817274182914194,0.0019144307365197093,0.13729121534645694,0.08861793087786878,0.4067282004015017,0.0025438558160932067,0.2853605249305112,0.19216901370504977,0.1332547525980346,0.14123477873536155
MorganBit,"r=1,b=4096",Asymmetric,5,0.19199397193180748,0.0016416298491640133,0.13807604156855358,0.08325842869717373,0.3990686001131205,0.0022208035316005357,0.2917571637376195,0.18088472392064894,0.1336713290006593,0.14186908574299079
MorganBit,"r=3,b=4096",Asymmetric,5,0.17515305641895076,0.001582903911120387,0.11447175912844182,0.0748156960780356,0.3621616054788263,0.0022193674793243015,0.2412278070062192,0.16467794963915802,0.11110610341904494,0.11793648551065901
MACCS,-,Russel,5,0.17002919845530756,0.0015050582086529657,0.1298970205017111,0.07198394380713714,0.35572930208904363,0.00218954273639552,0.2713017402657925,0.15898087996588464,0.12600470550375184,0.13446553090954758
MorganBit,"r=1,b=2048",Asymmetric,5,0.1801262126777809,0.0015176250661097703,0.12392106998210418,0.07145429283172314,0.37823250888298826,0.0020481718381983416,0.26667872658600866,0.1582757535283331,0.12018614800163259,0.12788972873693136
MorganBit,"r=2,b=2048",Asymmetric,5,0.16869172082509185,0.0013502817825154097,0.10710370161062446,0.06696618788512541,0.35301259249319944,0.0018553450692661132,0.23027803011251705,0.14899394572558983,0.10366026969325924,0.11049961539669086
MorganBit,"r=1,b=1024",Asymmetric,5,0.15599510219459362,0.0012994395004062053,0.09944083388276663,0.05725171146928067,0.3328948816181635,0.0017990261677349668,0.2176309202436166,0.1270937296236299,0.09591560704530469,0.10287214687136982
MorganBit,"r=3,b=2048",Asymmetric,5,0.1342563812753132,0.0010631264517175886,0.07903174154657626,0.05024888851481862,0.28105577212346894,0.0014968276131228637,0.17002477432384194,0.1112790178560953,0.07639924963109479,0.08187096166525384
RDKBit,-,Russel,5,0.09185268908354526,0.0008825993774715137,0.06985965903739286,0.0440283889299675,0.22484637038365513,0.0013132689320484857,0.17163396133485928,0.11016740552919538,0.06704532039810367,0.07354891526168723
MorganBit,"r=2,b=1024",Asymmetric,5,0.12236978430818499,0.0009676931382525179,0.0700764497190041,0.043563846008420275,0.26273116283226644,0.0013666060719050748,0.15475516105865395,0.09805109109086693,0.06741353882138708,0.0725680983328624
RDKBit,-,Asymmetric,5,0.11489121220683811,0.0007602972289670669,0.07552101974820258,0.03076338568683825,0.25138257835918065,0.001110595181928251,0.16987864473967473,0.06732810433794273,0.07232176383787009,0.07828517158017015
MACCS,-,Asymmetric,5,0.1073372892530847,0.0008501402984823546,0.06722606825531381,0.029271994810689678,0.2301740266616508,0.0012257386005663324,0.144710561831007,0.06423003745915862,0.06494314542714515,0.06994883598631126
MorganBit,"r=3,b=1024",Asymmetric,5,0.08691720825091834,0.0006869851190036438,0.04797714357477002,0.02893250562111156,0.18962602177835236,0.0009906018875664344,0.10841958948703481,0.06722346103842389,0.04572154720416942,0.0499644830617563
FeatMorganBit,"r=1,b=1024",Asymmetric,5,0.04807384383535839,0.00031871551342911955,0.02721766977488933,0.010288361062311535,0.1165638169962286,0.0005586241935115384,0.06712546148677558,0.02454796553717119,0.02559255596370601,0.028808051552541524
FeatMorganBit,"r=1,b=2048",Asymmetric,5,0.0470566073278704,0.0003184078899801278,0.026181281592414684,0.009985414875020181,0.11204642621714991,0.000537535936340322,0.06354148740542506,0.023500026581465897,0.02481099494521365,0.02758976955197639
FeatMorganBit,"r=1,b=4096",Asymmetric,5,0.04570029198455308,0.00032811134819043657,0.025321967913095354,0.009971711015881363,0.11290517988623636,0.0005733004317679003,0.06451341580800235,0.024674612107973212,0.023929523405858532,0.02685650372044834
Random,-,Random,5,0.053574456061034184,0.00026263036592279686,0.028683871777966156,0.00715087897555655,0.12228176603050056,0.0004782453840178611,0.06684093613206399,0.01750497894732388,,
